name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-265 e,4176,7.22 Earths,15.47,2014
Kepler-266 b,4472,6.71 Earths,15.787,2014
Kepler-266 c,4472,14.4 Earths,15.787,2014
Kepler-267 b,864,37.9 Earths,16.69,2014
Kepler-267 c,864,5.18 Earths,16.69,2014
Kepler-267 d,864,5.77 Earths,16.69,2014
Kepler-268 b,2779,7.04 Earths,13.844,2014
Kepler-268 c,2779,11.4 Earths,13.844,2014
Kepler-269 b,7363,6.66 Earths,15.646,2014
Kepler-269 c,7363,3.5 Earths,15.646,2014
Kepler-26 b,1094,5.12 Earths,15.853,2011
Kepler-26 c,1094,6.2 Earths,15.853,2011
Kepler-26 d,1094,1.24 Earths,15.853,2014
Kepler-26 e,1094,6.39 Earths,15.853,2014
Kepler-270 b,3095,4.7 Earths,13.9,2014
Kepler-270 c,3095,3.78 Earths,13.9,2014
Kepler-271 b,1320,2.04 Earths,13.578,2014
Kepler-271 c,1320,0.809 Earths,13.578,2014
Kepler-271 d,1320,0.219 Earths,13.578,2016
Kepler-272 b,2902,0.245 Jupiters,14.811,2014
Kepler-272 c,2902,0.308 Jupiters,14.811,2014
Kepler-272 d,2902,5.69 Earths,14.811,2014
Kepler-273 b,2329,2.86 Earths,15.1,2014
Kepler-273 c,2329,4.58 Earths,15.1,2014
Kepler-274 b,4350,2.99 Earths,15.238,2014
Kepler-282 e,4363,0.177 Jupiters,15.444,2013
Kepler-283 b,1527,5.18 Earths,16.216,2014
Kepler-283 c,1527,3.97 Earths,16.216,2014
Kepler-284 b,3366,5.65 Earths,15.944,2014
Kepler-284 c,3366,7.32 Earths,15.944,2014
Kepler-285 b,2689,2.36 Earths,15.198,2014
Kepler-285 c,2689,1.46 Earths,15.198,2014
Kepler-286 b,4002,2.07 Earths,15.863,2014
Kepler-286 c,4002,2.45 Earths,15.863,2014
Kepler-286 d,4002,2.33 Earths,15.863,2014
Kepler-286 e,4002,3.78 Earths,15.863,2014
Kepler-287 b,2727,6.04 Earths,14.952,2014
Kepler-287 c,2727,10.7 Earths,14.952,2014
Kepler-288 b,3895,3.43 Earths,15.283,2014
Kepler-288 c,3895,8.5 Earths,15.283,2014
Kepler-288 d,3895,7.61 Earths,15.283,2014
Kepler-289 b,2298,7.3 Earths,14.142,2014
Kepler-289 c,2298,0.42 Jupiters,14.142,2014
Kepler-289 d,2298,4 Earths,14.142,2014
Kepler-28 b,1430,1.51 Jupiters,15.13,2011
Kepler-28 c,1430,1.36 Jupiters,15.13,2011
Kepler-290 b,2266,5.69 Earths,15.775,2014
Kepler-290 c,2266,7.75 Earths,15.775,2014
Kepler-291 b,5827,5.31 Earths,16.218,2014
Kepler-291 c,5827,4.19 Earths,16.218,2014
Kepler-292 b,3446,2.3 Earths,16.303,2014
Kepler-292 c,3446,2.76 Earths,16.303,2014
Kepler-292 d,3446,5.6 Earths,16.303,2014
Kepler-292 e,3446,7.61 Earths,16.303,2014
Kepler-292 f,3446,6.12 Earths,16.303,2014
Kepler-293 b,3179,9.64 Earths,15.452,2014
Kepler-293 c,3179,14 Earths,15.452,2014
Kepler-294 b,4427,3.78 Earths,15.948,2014
Kepler-294 c,4427,7.8 Earths,15.948,2014
Kepler-295 b,5543,1.98 Earths,14.631,2014
Kepler-295 c,5543,1.71 Earths,14.631,2014
Kepler-295 d,5543,2.42 Earths,14.631,2014
Kepler-296 b,545,3.22 Earths,16.363,2014
Kepler-296 c,545,4.66 Earths,16.363,2014
Kepler-296 d,545,5.02 Earths,16.363,2014
Kepler-296 e,545,2.96 Earths,16.363,2014
Kepler-296 f,545,3.89 Earths,16.363,2014
Kepler-297 b,2258,0.153 Jupiters,14.326,2014
Kepler-297 c,2258,0.132 Jupiters,14.326,2014
Kepler-298 b,1690,4.5 Earths,15.617,2014
Kepler-298 c,1690,4.38 Earths,15.617,2014
Kepler-298 d,1690,6.8 Earths,15.617,2014
Kepler-299 b,3432,2.3 Earths,15.232,2014
Kepler-299 c,3432,7.51 Earths,15.232,2014
Kepler-299 d,3432,4.12 Earths,15.232,2014
Kepler-299 e,3432,4.16 Earths,15.232,2014
Kepler-29 b,2716,5 Earths,15.547,2011
Kepler-29 c,2716,4.5 Earths,15.547,2011
Kepler-300 b,3583,3.43 Earths,14.25,2014
Kepler-300 c,3583,5.69 Earths,14.25,2014
Kepler-301 b,2346,2.39 Earths,14.458,2014
Kepler-301 c,2346,2.39 Earths,14.458,2014
Kepler-301 d,2346,3.71 Earths,14.458,2014
Kepler-302 b,4575,15.5 Earths,15.694,2014
Kepler-302 c,4575,Unknown,15.694,2014
Kepler-303 b,684,0.64 Earths,14.917,2014
Kepler-303 c,684,1.55 Earths,14.917,2014
Kepler-304 b,1418,8.55 Earths,15.065,2014
Kepler-304 c,1418,5.35 Earths,15.065,2014
Kepler-304 d,1418,8 Earths,15.065,2014
Kepler-304 e,1418,1.87 Earths,15.065,2016
Kepler-305 b,2833,10.5 Earths,15.851,2013
Kepler-305 c,2833,6 Earths,15.851,2013
Kepler-305 d,2833,9.1 Earths,15.851,2014
Kepler-305 e,2833,3.87 Earths,15.851,2020
Kepler-306 b,2530,2.92 Earths,15.575,2014
Kepler-306 c,2530,6.12 Earths,15.575,2014
Kepler-306 d,2530,6.66 Earths,15.575,2014
Kepler-306 e,2530,5.77 Earths,15.575,2014
Kepler-307 b,1878,7.44 Earths,14.149,2013
Kepler-307 c,1878,3.64 Earths,14.149,2013
Kepler-308 b,4358,5.14 Earths,16.019,2014
Kepler-308 c,4358,5.31 Earths,16.019,2014
Kepler-309 b,1776,3.05 Earths,15.418,2014
Kepler-309 c,1776,6.85 Earths,15.418,2014
Kepler-30 b,2982,11.3 Earths,15.726,2012
Kepler-30 c,2982,2.01 Jupiters,15.726,2012
Kepler-30 d,2982,23.1 Earths,15.726,2012
Kepler-310 b,1965,1.81 Earths,14.376,2014
Kepler-310 c,1965,11.4 Earths,14.376,2014
Kepler-310 d,1965,7 Earths,14.376,2014
Kepler-311 b,2540,3.53 Earths,13.902,2014
Kepler-311 c,2540,2.63 Earths,13.902,2014
Kepler-312 b,2602,2.21 Earths,13.01,2014
Kepler-312 c,2602,10.1 Earths,13.01,2014
Kepler-313 b,3521,6.94 Earths,14.304,2014
Kepler-313 c,3521,7.13 Earths,14.304,2014
Kepler-314 b,877,0.498 Earths,12.64,2014
Kepler-314 c,877,8.75 Earths,12.64,2014
Kepler-315 b,3786,13.7 Earths,15.546,2014
Kepler-315 c,3786,16.1 Earths,15.546,2014
Kepler-316 b,1256,1.2 Earths,15.81,2014
Kepler-316 c,1256,1.65 Earths,15.81,2014
Kepler-317 b,3068,0.345 Jupiters,15.665,2014
Kepler-317 c,3068,3.61 Earths,15.665,2014
Kepler-318 b,1596,19.9 Earths,13.442,2014
Kepler-318 c,1596,13.1 Earths,13.442,2014
Kepler-319 b,1642,3.29 Earths,13.926,2014
Kepler-319 c,1642,7.41 Earths,13.926,2014
Kepler-319 d,1642,5.86 Earths,13.926,2014
Kepler-31 b,5430,25.9 Earths,15.496,2011
Kepler-31 c,5430,4.7 Jupiters,15.496,2011
Kepler-31 d,5430,6.8 Jupiters,15.496,2014
Kepler-320 b,2696,1.55 Earths,13.494,2014
Kepler-320 c,2696,2.45 Earths,13.494,2014
Kepler-321 b,1254,3.78 Earths,12.918,2014
Kepler-321 c,1254,5.99 Earths,12.918,2014
Kepler-322 b,1306,1.01 Earths,13.687,2014
Kepler-322 c,1306,3.43 Earths,13.687,2014
Kepler-323 b,1484,2.153 Jupiters,12.78,2014
Kepler-323 c,1484,0.251 Jupiters,12.78,2014
Kepler-324 b,1636,1.55 Earths,14.222,2014
Kepler-324 c,1636,10.1 Earths,14.222,2014
Kepler-324 e,1636,4.81 Earths,14.222,2021
Kepler-325 b,2685,8.8 Earths,15.175,2014
Kepler-325 c,2685,6.99 Earths,15.175,2014
Kepler-325 d,2685,8.2 Earths,15.175,2014
Kepler-326 b,1591,0.14 Jupiters,13.734,2014
Kepler-326 c,1591,17.4 Earths,13.734,2014
Kepler-326 d,1591,6.9 Earths,13.734,2014
Kepler-318 b,1596,19.9 Earths,13.442,2014
Kepler-318 c,1596,13.1 Earths,13.442,2014
Kepler-319 b,1642,3.29 Earths,13.926,2014
Kepler-319 c,1642,7.41 Earths,13.926,2014
Kepler-319 d,1642,5.86 Earths,13.926,2014
Kepler-31 b,5430,25.9 Earths,15.496,2011
Kepler-31 c,5430,4.7 Jupiters,15.496,2011
Kepler-31 d,5430,6.8 Jupiters,15.496,2014
Kepler-320 b,2696,1.55 Earths,13.494,2014
Kepler-320 c,2696,2.45 Earths,13.494,2014
Kepler-321 b,1254,3.78 Earths,12.918,2014
Kepler-321 c,1254,5.99 Earths,12.918,2014
Kepler-322 b,1306,1.01 Earths,13.687,2014
Kepler-322 c,1306,3.43 Earths,13.687,2014
Kepler-323 b,1484,2.153 Jupiters,12.78,2014
Kepler-323 c,1484,0.251 Jupiters,12.78,2014
Kepler-324 b,1636,1.55 Earths,14.222,2014
Kepler-324 c,1636,10.1 Earths,14.222,2014
Kepler-324 e,1636,4.81 Earths,14.222,2021
Kepler-325 b,2685,8.8 Earths,15.175,2014
Kepler-325 c,2685,6.99 Earths,15.175,2014
Kepler-325 d,2685,8.2 Earths,15.175,2014
Kepler-326 b,1591,0.14 Jupiters,13.734,2014
Kepler-326 c,1591,17.4 Earths,13.734,2014
Kepler-326 d,1591,6.9 Earths,13.734,2014
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-327 d,789,3.64 Earths,15.611,2014
Kepler-328 b,7219,28.5 Earths,15.794,2013
Kepler-328 c,7219,39.4 Earths,15.794,2013
Kepler-329 b,1434,2.54 Earths,15.886,2014
Kepler-329 c,1434,4.38 Earths,15.886,2014
Kepler-32 b,1056,4.1 Jupiters,16.36,2011
Kepler-32 c,1056,0.5 Jupiters,16.36,2011
Kepler-32 d,1056,7.75 Earths,16.36,2012
Kepler-32 e,1056,2.86 Earths,16.36,2012
Kepler-32 f,1056,0.477 Earths,16.36,2012
Kepler-330 b,2341,2.39 Earths,15.569,2014
Kepler-330 c,2341,4.46 Earths,15.569,2014
Kepler-331 b,1892,3.97 Earths,16.199,2014
Kepler-331 c,1892,4.04 Earths,16.199,2014
Kepler-331 d,1892,3.33 Earths,16.199,2014
Kepler-332 b,1123,1.71 Earths,14.243,2014
Kepler-332 c,1123,1.32 Earths,14.243,2014
Kepler-332 d,1123,1.76 Earths,14.243,2014
Kepler-333 b,1058,28.2 Earths,15.052,2014
Kepler-333 c,1058,1.41 Earths,15.052,2014
Kepler-334 b,1392,1.46 Earths,12.834,2014
Kepler-334 c,1392,2.63 Earths,12.834,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-327 d,789,3.64 Earths,15.611,2014
Kepler-328 b,7219,28.5 Earths,15.794,2013
Kepler-328 c,7219,39.4 Earths,15.794,2013
Kepler-329 b,1434,2.54 Earths,15.886,2014
Kepler-329 c,1434,4.38 Earths,15.886,2014
Kepler-32 b,1056,4.1 Jupiters,16.36,2011
Kepler-32 c,1056,0.5 Jupiters,16.36,2011
Kepler-32 d,1056,7.75 Earths,16.36,2012
Kepler-32 e,1056,2.86 Earths,16.36,2012
Kepler-32 f,1056,0.477 Earths,16.36,2012
Kepler-330 b,2341,2.39 Earths,15.569,2014
Kepler-330 c,2341,4.46 Earths,15.569,2014
Kepler-331 b,1892,3.97 Earths,16.199,2014
Kepler-331 c,1892,4.04 Earths,16.199,2014
Kepler-331 d,1892,3.33 Earths,16.199,2014
Kepler-332 b,1123,1.71 Earths,14.243,2014
Kepler-332 c,1123,1.32 Earths,14.243,2014
Kepler-332 d,1123,1.76 Earths,14.243,2014
Kepler-333 b,1058,28.2 Earths,15.052,2014
Kepler-333 c,1058,1.41 Earths,15.052,2014
Kepler-334 b,1392,1.46 Earths,12.834,2014
Kepler-334 c,1392,2.63 Earths,12.834,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-327 d,789,3.64 Earths,15.611,2014
Kepler-328 b,7219,28.5 Earths,15.794,2013
Kepler-328 c,7219,39.4 Earths,15.794,2013
Kepler-329 b,1434,2.54 Earths,15.886,2014
Kepler-329 c,1434,4.38 Earths,15.886,2014
Kepler-32 b,1056,4.1 Jupiters,16.36,2011
Kepler-32 c,1056,0.5 Jupiters,16.36,2011
Kepler-32 d,1056,7.75 Earths,16.36,2012
Kepler-32 e,1056,2.86 Earths,16.36,2012
Kepler-32 f,1056,0.477 Earths,16.36,2012
Kepler-330 b,2341,2.39 Earths,15.569,2014
Kepler-330 c,2341,4.46 Earths,15.569,2014
Kepler-331 b,1892,3.97 Earths,16.199,2014
Kepler-331 c,1892,4.04 Earths,16.199,2014
Kepler-331 d,1892,3.33 Earths,16.199,2014
Kepler-332 b,1123,1.71 Earths,14.243,2014
Kepler-332 c,1123,1.32 Earths,14.243,2014
Kepler-332 d,1123,1.76 Earths,14.243,2014
Kepler-333 b,1058,28.2 Earths,15.052,2014
Kepler-333 c,1058,1.41 Earths,15.052,2014
Kepler-334 b,1392,1.46 Earths,12.834,2014
Kepler-334 c,1392,2.63 Earths,12.834,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-327 d,789,3.64 Earths,15.611,2014
Kepler-328 b,7219,28.5 Earths,15.794,2013
Kepler-328 c,7219,39.4 Earths,15.794,2013
Kepler-329 b,1434,2.54 Earths,15.886,2014
Kepler-329 c,1434,4.38 Earths,15.886,2014
Kepler-32 b,1056,4.1 Jupiters,16.36,2011
Kepler-32 c,1056,0.5 Jupiters,16.36,2011
Kepler-32 d,1056,7.75 Earths,16.36,2012
Kepler-32 e,1056,2.86 Earths,16.36,2012
Kepler-32 f,1056,0.477 Earths,16.36,2012
Kepler-330 b,2341,2.39 Earths,15.569,2014
Kepler-330 c,2341,4.46 Earths,15.569,2014
Kepler-331 b,1892,3.97 Earths,16.199,2014
Kepler-331 c,1892,4.04 Earths,16.199,2014
Kepler-331 d,1892,3.33 Earths,16.199,2014
Kepler-332 b,1123,1.71 Earths,14.243,2014
Kepler-332 c,1123,1.32 Earths,14.243,2014
Kepler-332 d,1123,1.76 Earths,14.243,2014
Kepler-333 b,1058,28.2 Earths,15.052,2014
Kepler-333 c,1058,1.41 Earths,15.052,2014
Kepler-334 b,1392,1.46 Earths,12.834,2014
Kepler-334 c,1392,2.63 Earths,12.834,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-327 d,789,3.64 Earths,15.611,2014
Kepler-328 b,7219,28.5 Earths,15.794,2013
Kepler-328 c,7219,39.4 Earths,15.794,2013
Kepler-329 b,1434,2.54 Earths,15.886,2014
Kepler-329 c,1434,4.38 Earths,15.886,2014
Kepler-32 b,1056,4.1 Jupiters,16.36,2011
Kepler-32 c,1056,0.5 Jupiters,16.36,2011
Kepler-32 d,1056,7.75 Earths,16.36,2012
Kepler-32 e,1056,2.86 Earths,16.36,2012
Kepler-32 f,1056,0.477 Earths,16.36,2012
